user_id,country,fetched_at
1707759692,TR,2017-10-02
1728451099,TR,2017-10-02
1846424251,TR,2017-10-02
1851153829,TR,2017-10-02
1898641770,FR,2017-10-02
1898641770,GB,2017-10-02
1955646103,DE,2017-10-02
1977202770,DE,2017-10-02
1977202770,FR,2017-10-02
2160931265,DE,2017-10-02
2167525794,DE,2017-10-02
2167525794,FR,2017-10-02
2177203419,DE,2017-10-02
2178065480,DE,2017-10-02
2193826880,DE,2017-10-02
2199377401,TR,2017-10-02
2202695363,TR,2017-10-02
2205302725,TR,2017-10-02
2214733202,TR,2017-10-02
2218512726,TR,2017-10-02
2227837782,TR,2017-10-02
2234936389,TR,2017-10-02
2236703862,TR,2017-10-02
2239169808,TR,2017-10-02
2244082586,TR,2017-10-02
2249391032,TR,2017-10-02
2252893931,TR,2017-10-02
2255279389,TR,2017-10-02
2271429854,TR,2017-10-02
2272827263,DE,2017-10-02
2279231970,DE,2017-10-02
2291568336,FR,2017-10-02
2291600034,TR,2017-10-02
2300079561,TR,2017-10-02
2302447766,DE,2017-10-02
2303144886,DE,2017-10-02
2335159042,TR,2017-10-02
2355821750,TR,2017-10-02
2357055083,DE,2017-10-02
2367748416,DE,2017-10-02
2380337685,TR,2017-10-02
2398658958,DE,2017-10-02
2402257837,DE,2017-10-02
2422775929,TR,2017-10-02
2426150846,TR,2017-10-02
2443877819,TR,2017-10-02
2445809510,TR,2017-10-02
2465810332,TR,2017-10-02
2473757377,TR,2017-10-02
2487016577,DE,2017-10-02
2499514000,DE,2017-10-02
2508427920,TR,2017-10-02
2535389102,DE,2017-10-02
2556146318,DE,2017-10-02
2562752942,RU,2017-10-02
2582249678,FR,2017-10-02
2592813667,FR,2017-10-02
2597902411,DE,2017-10-02
2601822318,DE,2017-10-02
2601822318,FR,2017-10-02
2612891262,DE,2017-10-02
2612891262,FR,2017-10-02
2645335052,DE,2017-10-02
2645335052,FR,2017-10-02
2654913498,DE,2017-10-02
2665585680,FR,2017-10-02
2699435977,FR,2017-10-02
2708095194,DE,2017-10-02
2721104465,TR,2017-10-02
2748378747,DE,2017-10-02
2748378747,FR,2017-10-02
2751830174,RU,2017-10-02
2752052868,RU,2017-10-02
2760408827,TR,2017-10-02
2761410968,DE,2017-10-02
2764056278,DE,2017-10-02
2770388883,TR,2017-10-02
2800446737,FR,2017-10-02
2810555715,DE,2017-10-02
2838002775,DE,2017-10-02
2845256104,DE,2017-10-02
2852359916,IN,2017-10-02
2862557289,FR,2017-10-02
2872152597,DE,2017-10-02
2872152597,FR,2017-10-02
2872195728,DE,2017-10-02
2878483108,DE,2017-10-02
2880636677,TR,2017-10-02
2894398433,FR,2017-10-02
2897665331,TR,2017-10-02
2904688835,DE,2017-10-02
2921594038,TR,2017-10-02
2940598121,DE,2017-10-02
2942495926,DE,2017-10-02
2942495926,FR,2017-10-02
2949499963,DE,2017-10-02
2966128913,FR,2017-10-02
2971339395,FR,2017-10-02
2978688283,DE,2017-10-02
2987922868,DE,2017-10-02
2991618189,DE,2017-10-02
2992450655,DE,2017-10-02
3003013115,GB,2017-10-02
3011152545,TR,2017-10-02
3011572793,DE,2017-10-02
3016015905,DE,2017-10-02
3016015905,FR,2017-10-02
3040290999,TR,2017-10-02
3047998216,FR,2017-10-02
3055875910,TR,2017-10-02
3072592149,TR,2017-10-02
3074775040,TR,2017-10-02
3078227409,GB,2017-10-02
3089155533,DE,2017-10-02
3095524177,DE,2017-10-02
3101985905,DE,2017-10-02
3125068449,DE,2017-10-02
3125483308,DE,2017-10-02
3142120991,DE,2017-10-02
3145730118,DE,2017-10-02
3145730118,FR,2017-10-02
3152859323,DE,2017-10-02
3170664505,TR,2017-10-02
3179893455,DE,2017-10-02
3181210090,DE,2017-10-02
3183662174,DE,2017-10-02
3184442607,DE,2017-10-02
3206347137,DE,2017-10-02
3236978297,DE,2017-10-02
3249476616,DE,2017-10-02
3250037172,RU,2017-10-02
3258672493,FR,2017-10-02
3261810407,DE,2017-10-02
3267995976,DE,2017-10-02
3292869325,DE,2017-10-02
3292869325,FR,2017-10-02
3294058472,FR,2017-10-02
3302728394,DE,2017-10-02
3303442984,DE,2017-10-02
3317143817,TR,2017-10-02
3324206165,FR,2017-10-02
3348747657,DE,2017-10-02
3349022174,DE,2017-10-02
3349022174,FR,2017-10-02
3349682675,DE,2017-10-02
3402541751,FR,2017-10-02
3416682467,DE,2017-10-02
3424777329,DE,2017-10-02
3424807906,DE,2017-10-02
3439451811,DE,2017-10-02
3589555942,DE,2017-10-02
3643846756,DE,2017-10-02
3709329729,DE,2017-10-02
3743411477,DE,2017-10-02
3804691753,DE,2017-10-02
3845874567,DE,2017-10-02
3845874567,FR,2017-10-02
3853626621,FR,2017-10-02
3860286617,DE,2017-10-02
3974933355,DE,2017-10-02
4027061541,FR,2017-10-02
4031875516,FR,2017-10-02
4054516822,DE,2017-10-02
4055872154,TR,2017-10-02
4060516103,FR,2017-10-02
4062503472,DE,2017-10-02
4075563916,DE,2017-10-02
4079553904,DE,2017-10-02
4195988602,DE,2017-10-02
4204857226,RU,2017-10-02
4236271459,FR,2017-10-02
4253738645,DE,2017-10-02
4284243676,FR,2017-10-02
4329633554,DE,2017-10-02
4341845536,TR,2017-10-02
4346228961,DE,2017-10-02
4373238021,DE,2017-10-02
4393831240,DE,2017-10-02
4425662357,TR,2017-10-02
4442448087,DE,2017-10-02
4471763674,FR,2017-10-02
4504169835,FR,2017-10-02
4601249956,TR,2017-10-02
4613271885,DE,2017-10-02
4628092699,DE,2017-10-02
4655659577,TR,2017-10-02
4679018610,DE,2017-10-02
4698360012,DE,2017-10-02
4704774560,DE,2017-10-02
4714991253,DE,2017-10-02
4733231055,DE,2017-10-02
4733231055,FR,2017-10-02
4734875729,DE,2017-10-02
4737300153,DE,2017-10-02
4751576283,TR,2017-10-02
4768500208,DE,2017-10-02
4773111514,DE,2017-10-02
4792028820,DE,2017-10-02
4821480370,DE,2017-10-02
4828047689,DE,2017-10-02
4836218146,DE,2017-10-02
4846701639,DE,2017-10-02
4853299955,DE,2017-10-02
4909948916,DE,2017-10-02
4920535947,TR,2017-10-02
700972812719280128,FR,2017-10-02
701150147049181184,DE,2017-10-02
701581697679110145,DE,2017-10-02
702674116931768320,DE,2017-10-02
703380528867713024,TR,2017-10-02
703846508811022337,DE,2017-10-02
704434961030516736,DE,2017-10-02
705165834524696577,DE,2017-10-02
705165834524696577,FR,2017-10-02
707715641118162944,DE,2017-10-02
708999538254729216,DE,2017-10-02
708999538254729216,FR,2017-10-02
711837668091551744,DE,2017-10-02
712414600717799426,DE,2017-10-02
713376483465568256,DE,2017-10-02
713795902239084545,DE,2017-10-02
713795902239084545,FR,2017-10-02
713916612269760512,FR,2017-10-02
715603871951753216,DE,2017-10-02
719207300985143296,DE,2017-10-02
719514085986054144,DE,2017-10-02
721801354696597504,DE,2017-10-02
722915786969329665,DE,2017-10-02
723206253296640000,TR,2017-10-02
724955143905619972,DE,2017-10-02
724984265994285056,TR,2017-10-02
725224920146288640,FR,2017-10-02
726387179103109125,DE,2017-10-02
726387179103109125,FR,2017-10-02
729324817694908416,TR,2017-10-02
729789047451848704,DE,2017-10-02
730006598219878401,DE,2017-10-02
730634191583449088,DE,2017-10-02
730634191583449088,FR,2017-10-02
731514249047085056,DE,2017-10-02
731973352466718725,DE,2017-10-02
732696307274526720,FR,2017-10-02
732726507676672000,DE,2017-10-02
733078044311707649,FR,2017-10-02
733320470427230208,DE,2017-10-02
733768389936709632,DE,2017-10-02
734686889156837376,FR,2017-10-02
734755116780249089,DE,2017-10-02
734755116780249089,FR,2017-10-02
736007622608949248,DE,2017-10-02
736089309271330819,DE,2017-10-02
737208516910419969,DE,2017-10-02
737679764211814400,FR,2017-10-02
739404718959558656,DE,2017-10-02
739404718959558656,FR,2017-10-02
739515266749616128,DE,2017-10-02
740254308285960192,DE,2017-10-02
741791331031220225,DE,2017-10-02
741965299960799232,DE,2017-10-02
742090535020732420,DE,2017-10-02
742141184626167808,DE,2017-10-02
743202208980832256,DE,2017-10-02
745344798861713408,DE,2017-10-02
747898810391736322,TR,2017-10-02
748506529087750144,DE,2017-10-02
748644008176533504,FR,2017-10-02
751482453534056449,DE,2017-10-02
753336751951839238,DE,2017-10-02
753336751951839238,FR,2017-10-02
753466931529809920,DE,2017-10-02
753611993114894336,DE,2017-10-02
756144262023000066,TR,2017-10-02
758508803679739904,DE,2017-10-02
758547150217371648,DE,2017-10-02
758747510177304576,DE,2017-10-02
759297396438425600,TR,2017-10-02
759373903835828224,DE,2017-10-02
760324968928321536,TR,2017-10-02
760497714652151808,TR,2017-10-02
761783789353705472,DE,2017-10-02
763730245061140480,TR,2017-10-02
765700557508141057,DE,2017-10-02
765700557508141057,FR,2017-10-02
769190070326661120,DE,2017-10-02
769299805717889024,DE,2017-10-02
769299805717889024,FR,2017-10-02
769897806215512064,DE,2017-10-02
769897806215512064,FR,2017-10-02
770249229705043968,DE,2017-10-02
773403568674144256,DE,2017-10-02
773568191079583745,DE,2017-10-02
773908134414979072,DE,2017-10-02
777334932389625856,DE,2017-10-02
778850435067211776,DE,2017-10-02
778850435067211776,FR,2017-10-02
779349334240264192,TR,2017-10-02
779636716944646145,DE,2017-10-02
780344125522604032,TR,2017-10-02
780598835764539392,DE,2017-10-02
780598835764539392,FR,2017-10-02
781277191778754560,DE,2017-10-02
782640954293440512,DE,2017-10-02
782640954293440512,FR,2017-10-02
783003310219464704,TR,2017-10-02
783303263168913408,FR,2017-10-02
783496207175790592,DE,2017-10-02
786166346623033344,DE,2017-10-02
790099592985583617,TR,2017-10-02
793357303584059392,DE,2017-10-02
793947232949170180,DE,2017-10-02
793947232949170180,FR,2017-10-02
796885686569889793,DE,2017-10-02
798583364055891972,FR,2017-10-02
801324039813943296,TR,2017-10-02
802315319385686016,DE,2017-10-02
802315319385686016,FR,2017-10-02
803491362435989504,FR,2017-10-02
804851761647218688,DE,2017-10-02
804851761647218688,FR,2017-10-02
806842705561133056,DE,2017-10-02
809949789219602432,FR,2017-10-02
810960059341611008,DE,2017-10-02
811145990141050880,DE,2017-10-02
811193749544071173,DE,2017-10-02
811354820997042176,DE,2017-10-02
811354820997042176,FR,2017-10-02
811421571642322944,DE,2017-10-02
813487405550407681,DE,2017-10-02
813914393788481540,DE,2017-10-02
813914393788481540,FR,2017-10-02
814127006342385664,DE,2017-10-02
814540174369681408,DE,2017-10-02
814540174369681408,FR,2017-10-02
814685570496663553,DE,2017-10-02
814728268452679680,DE,2017-10-02
814728268452679680,FR,2017-10-02
815360353198428160,TR,2017-10-02
815628894782881792,DE,2017-10-02
815976804343128064,DE,2017-10-02
815976804343128064,FR,2017-10-02
816647680805900288,DE,2017-10-02
816976607873236992,DE,2017-10-02
817825125911371780,DE,2017-10-02
817825125911371780,FR,2017-10-02
820352450100101122,DE,2017-10-02
820602337156808705,DE,2017-10-02
820639994998128641,DE,2017-10-02
821109677979115520,DE,2017-10-02
821525025530355712,DE,2017-10-02
822423903112929280,TR,2017-10-02
822583765121830914,TR,2017-10-02
822868557394542592,DE,2017-10-02
822868557394542592,FR,2017-10-02
824730149988036609,DE,2017-10-02
824974298402152448,DE,2017-10-02
825208695197880323,FR,2017-10-02
825779264909930496,DE,2017-10-02
828755750038142976,DE,2017-10-02
828755750038142976,FR,2017-10-02
829734079348273152,TR,2017-10-02
833965138923372544,DE,2017-10-02
835167775458983936,FR,2017-10-02
838446067280670720,DE,2017-10-02
839214635001618432,FR,2017-10-02
839935334343454720,DE,2017-10-02
839935334343454720,FR,2017-10-02
840023646458523649,DE,2017-10-02
840023646458523649,FR,2017-10-02
840276040417181697,FR,2017-10-02
841378607989682182,DE,2017-10-02
841402626063372288,DE,2017-10-02
841753436160954371,DE,2017-10-02
841753436160954371,FR,2017-10-02
843124666931822592,TR,2017-10-02
843479213755785216,DE,2017-10-02
844592341008760833,DE,2017-10-02
846062017521737728,DE,2017-10-02
846757681859891201,DE,2017-10-02
847159867009847297,DE,2017-10-02
847990436845191168,DE,2017-10-02
849700654176239618,DE,2017-10-02
850503203418365953,DE,2017-10-02
850787508204052480,DE,2017-10-02
850915588885147648,DE,2017-10-02
851009053492957184,DE,2017-10-02
851166403331858432,DE,2017-10-02
851166403331858432,FR,2017-10-02
851236012240097280,DE,2017-10-02
851236012240097280,FR,2017-10-02
851534917121040384,DE,2017-10-02
851540338552430592,FR,2017-10-02
851864931930714112,DE,2017-10-02
852001066459684864,DE,2017-10-02
852194432363487234,DE,2017-10-02
853806986554732545,DE,2017-10-02
854060981978378240,TR,2017-10-02
855185257976524800,DE,2017-10-02
855446945455759360,DE,2017-10-02
856777645186351105,DE,2017-10-02
857212048861782017,FR,2017-10-02
858081042472808450,DE,2017-10-02
858099963292778497,DE,2017-10-02
859526102951350273,DE,2017-10-02
859545350549450752,DE,2017-10-02
860172166154866689,DE,2017-10-02
860551472379031552,FR,2017-10-02
860884465198940161,DE,2017-10-02
860922101561253888,FR,2017-10-02
861102840537853953,FR,2017-10-02
861316427721998336,DE,2017-10-02
861316427721998336,FR,2017-10-02
861731577751121921,TR,2017-10-02
861902687750770688,DE,2017-10-02
862015300715282432,DE,2017-10-02
862129713644527616,DE,2017-10-02
862836808945741825,DE,2017-10-02
863779072803033088,FR,2017-10-02
864890543477751809,FR,2017-10-02
864926049305591808,DE,2017-10-02
865176739990851584,DE,2017-10-02
865176739990851584,FR,2017-10-02
865263980750811138,DE,2017-10-02
866070240328695808,DE,2017-10-02
866456133556457472,DE,2017-10-02
866902446404141056,DE,2017-10-02
867064763049750528,FR,2017-10-02
867148141610586117,DE,2017-10-02
867652390614437889,DE,2017-10-02
867652390614437889,FR,2017-10-02
867833801686122496,DE,2017-10-02
869304972537724928,DE,2017-10-02
869456571822206976,DE,2017-10-02
870234251165392896,DE,2017-10-02
870341509824094210,DE,2017-10-02
872893162171322369,DE,2017-10-02
874300774607663105,DE,2017-10-02
874300774607663105,FR,2017-10-02
874414880278933504,FR,2017-10-02
874538561755901952,DE,2017-10-02
874588809052262400,DE,2017-10-02
874671125988601856,DE,2017-10-02
874708720625823744,DE,2017-10-02
875121964297449473,DE,2017-10-02
875769139662606336,DE,2017-10-02
876253192492687361,DE,2017-10-02
877180175938670592,DE,2017-10-02
877180175938670592,FR,2017-10-02
877214887512072192,FR,2017-10-02
877295139181535238,DE,2017-10-02
877921284193169408,DE,2017-10-02
878988515006189569,DE,2017-10-02
879210901416550400,DE,2017-10-02
879540514722168832,DE,2017-10-02
879540514722168832,FR,2017-10-02
879572892408844292,DE,2017-10-02
879572892408844292,FR,2017-10-02
879753406692372481,DE,2017-10-02
879753406692372481,FR,2017-10-02
879845182002384896,FR,2017-10-02
880106626379894784,DE,2017-10-02
880369219489148928,DE,2017-10-02
880497872281751552,DE,2017-10-02
880497872281751552,FR,2017-10-02
883057898359857153,DE,2017-10-02
883057898359857153,FR,2017-10-02
883827473892462592,DE,2017-10-02
884790966678429696,DE,2017-10-02
884798603323113472,DE,2017-10-02
885254083162124288,DE,2017-10-02
885254083162124288,FR,2017-10-02
886961400706367488,DE,2017-10-02
887757314714980353,FR,2017-10-02
887788681683234817,DE,2017-10-02
888829579816615936,DE,2017-10-02
890034043701665793,DE,2017-10-02
890034043701665793,FR,2017-10-02
891030911575314432,DE,2017-10-02
892295275716395009,DE,2017-10-02
893936922644566016,DE,2017-10-02
894137751066562560,DE,2017-10-02
894137751066562560,FR,2017-10-02
894285729488044032,DE,2017-10-02
894285729488044032,FR,2017-10-02
896522184688009217,FR,2017-10-02
896881455825121284,DE,2017-10-02
896885341495468032,DE,2017-10-02
897519412995141633,DE,2017-10-02
898275660568854528,DE,2017-10-02
898381357243486208,DE,2017-10-02
898579909920018432,DE,2017-10-02
898622922729824256,DE,2017-10-02
898622922729824256,FR,2017-10-02
902640201192923136,DE,2017-10-02
902646246736670720,DE,2017-10-02
902646246736670720,FR,2017-10-02
905775640795914241,DE,2017-10-02
905775640795914241,FR,2017-10-02
909100531502678017,DE,2017-10-02
909187341700534273,DE,2017-10-02
910963905052024832,DE,2017-10-02
43848543,TR,2017-10-03
47041626,TR,2017-10-03
48304732,TR,2017-10-03
49946953,TR,2017-10-03
54581571,TR,2017-10-03
55931558,TR,2017-10-03
61571074,TR,2017-10-03
63098067,TR,2017-10-03
68770294,DE,2017-10-03
83669126,TR,2017-10-03
87534715,TR,2017-10-03
94900489,TR,2017-10-03
96360512,TR,2017-10-03
102645247,TR,2017-10-03
108722820,TR,2017-10-03
108902130,TR,2017-10-03
110765613,TR,2017-10-03
118667011,TR,2017-10-03
122317808,TR,2017-10-03
131121640,TR,2017-10-03
139070462,TR,2017-10-03
162514125,TR,2017-10-03
182112983,DE,2017-10-03
193658840,TR,2017-10-03
197727842,TR,2017-10-03
197936403,TR,2017-10-03
198436154,TR,2017-10-03
203394708,DE,2017-10-03
210017099,TR,2017-10-03
210903844,TR,2017-10-03
214899437,TR,2017-10-03
215943860,TR,2017-10-03
225031378,TR,2017-10-03
230787783,TR,2017-10-03
235571941,TR,2017-10-03
245074961,TR,2017-10-03
247495419,RU,2017-10-03
256969897,TR,2017-10-03
265113271,TR,2017-10-03
265944968,TR,2017-10-03
269679756,TR,2017-10-03
271593871,TR,2017-10-03
273362537,TR,2017-10-03
273648929,TR,2017-10-03
282878904,TR,2017-10-03
283439909,TR,2017-10-03
284059919,TR,2017-10-03
291273472,DE,2017-10-03
292857486,TR,2017-10-03
297872828,RU,2017-10-03
309957858,TR,2017-10-03
321693960,TR,2017-10-03
323105227,TR,2017-10-03
338459738,TR,2017-10-03
345742121,DE,2017-10-03
348366263,TR,2017-10-03
372410604,TR,2017-10-03
372718169,DE,2017-10-03
378681081,TR,2017-10-03
384499559,TR,2017-10-03
384592907,TR,2017-10-03
388818271,TR,2017-10-03
394147291,TR,2017-10-03
395461418,RU,2017-10-03
395546878,DE,2017-10-03
399601668,TR,2017-10-03
404687826,TR,2017-10-03
405387961,TR,2017-10-03
409455361,TR,2017-10-03
410740012,TR,2017-10-03
413155245,TR,2017-10-03
414881623,TR,2017-10-03
418664573,TR,2017-10-03
421049794,TR,2017-10-03
435725661,TR,2017-10-03
438744360,TR,2017-10-03
450601261,TR,2017-10-03
450751811,TR,2017-10-03
456964775,RU,2017-10-03
458481670,TR,2017-10-03
458640978,TR,2017-10-03
459166200,TR,2017-10-03
462128185,TR,2017-10-03
463253648,TR,2017-10-03
467475696,TR,2017-10-03
469190482,TR,2017-10-03
471157865,TR,2017-10-03
476129032,TR,2017-10-03
487660641,TR,2017-10-03
490417568,TR,2017-10-03
494829052,FR,2017-10-03
499082549,DE,2017-10-03
499082549,FR,2017-10-03
499595164,TR,2017-10-03
501844811,TR,2017-10-03
503069889,DE,2017-10-03
507864255,TR,2017-10-03
511546010,TR,2017-10-03
516578419,TR,2017-10-03
534377576,TR,2017-10-03
535249398,TR,2017-10-03
538397866,TR,2017-10-03
540353510,TR,2017-10-03
549201914,DE,2017-10-03
551362418,TR,2017-10-03
552867482,TR,2017-10-03
556157752,TR,2017-10-03
556307338,DE,2017-10-03
559363470,TR,2017-10-03
559873960,DE,2017-10-03
568596416,TR,2017-10-03
584578841,TR,2017-10-03
586163145,TR,2017-10-03
596430228,TR,2017-10-03
600850486,FR,2017-10-03
605743417,TR,2017-10-03
605782148,DE,2017-10-03
618011830,TR,2017-10-03
709976741,TR,2017-10-03
717680756,TR,2017-10-03
740328031,TR,2017-10-03
741822025,TR,2017-10-03
763632175,TR,2017-10-03
773522234,TR,2017-10-03
779902664,TR,2017-10-03
787988695,TR,2017-10-03
845909546,TR,2017-10-03
857896058,TR,2017-10-03
864394117,DE,2017-10-03
864677707,TR,2017-10-03
868754606,TR,2017-10-03
875307007,TR,2017-10-03
895169611,TR,2017-10-03
919475088,TR,2017-10-03
927512538,TR,2017-10-03
935445458,TR,2017-10-03
942490016,TR,2017-10-03
944282335,TR,2017-10-03
970231896,TR,2017-10-03
994416212,TR,2017-10-03
995588406,TR,2017-10-03
1006269133,DE,2017-10-03
1016063701,TR,2017-10-03
1029471553,TR,2017-10-03
1038078139,TR,2017-10-03
1041185677,DE,2017-10-03
1076181126,TR,2017-10-03
1080525302,TR,2017-10-03
1118515620,TR,2017-10-03
1158428161,TR,2017-10-03
1161316430,TR,2017-10-03
1170458268,TR,2017-10-03
1189684484,TR,2017-10-03
1198835713,TR,2017-10-03
1272921762,RU,2017-10-03
1288644836,TR,2017-10-03
1288647019,TR,2017-10-03
1394994842,TR,2017-10-03
1400169241,TR,2017-10-03
1428114830,TR,2017-10-03
1429283636,TR,2017-10-03
1446916183,DE,2017-10-03
1455117540,TR,2017-10-03
1455611089,TR,2017-10-03
1486184900,TR,2017-10-03
1491945516,DE,2017-10-03
1493926051,DE,2017-10-03
1529159040,RU,2017-10-03
1530736134,TR,2017-10-03
1534842866,TR,2017-10-03
1552328994,RU,2017-10-03
1582848648,TR,2017-10-03
1591646137,DE,2017-10-03
1591646137,FR,2017-10-03
1604469463,TR,2017-10-03
1605803646,DE,2017-10-03
1606116242,TR,2017-10-03
1625123641,TR,2017-10-03
1632669680,TR,2017-10-03
1633299391,TR,2017-10-03
1634200159,TR,2017-10-03
1668569444,TR,2017-10-03
1679318942,TR,2017-10-03
1705944084,TR,2017-10-03
1731656120,TR,2017-10-03
1860629066,TR,2017-10-03
1864414046,TR,2017-10-03
1889899296,DE,2017-10-03
1898068646,TR,2017-10-03
1927671576,TR,2017-10-03
1955259362,TR,2017-10-03
1960233889,TR,2017-10-03
1978536174,TR,2017-10-03
2160688460,TR,2017-10-03
2166411026,TR,2017-10-03
2168758856,TR,2017-10-03
2180833377,TR,2017-10-03
2190516172,TR,2017-10-03
2198510467,TR,2017-10-03
2201298326,TR,2017-10-03
2204006713,TR,2017-10-03
2204952242,TR,2017-10-03
2214832998,TR,2017-10-03
2216789647,TR,2017-10-03
2226671227,TR,2017-10-03
2229743478,RU,2017-10-03
2251891789,TR,2017-10-03
